                      Estimate   Std. Error
Omegainput1_s    -6.666307e+00 7.056358e+00
Omegainput1_s     6.819845e+00 3.708900e+00
Omegainput1_s     7.516286e+00 3.399174e+00
Omegainput1_s    -5.474028e+00 5.215321e+00
Omegainput1_s    -7.951753e+00 6.812278e+00
Omegainput1_s    -2.580450e+00 3.450001e+00
Omegainput1_s     1.193352e+01 3.610340e+00
Omegainput1_s    -1.071803e+00 4.755875e+00
Omegainput1_s     5.954831e-01 3.344415e+00
Omegainput1_s     6.299620e+00 3.230095e+00
Omegainput1_s     1.186104e+01 3.508277e+00
Omegainput1_s     2.626260e+00 3.533966e+00
Omegainput1_s    -8.000166e+00 6.299379e+00
Omegainput1_s     9.880598e+00 3.306275e+00
Omegainput1_s    -6.384966e+00 4.807119e+00
Omegainput1_s     9.699239e-02 3.974776e+00
Omegainput1_s    -7.611206e+00 5.538027e+00
Omegainput1_s     1.470193e+00 3.893332e+00
Omegainput1_s     3.622486e+00 4.171932e+00
Omegainput1_s     1.039911e+01 3.322663e+00
Omegainput1_s    -3.389059e+00 4.972069e+00
Omegainput1_s     1.138336e+00 3.580558e+00
Omegainput1_s    -7.761958e+00 7.356204e+00
Omegainput1_s     1.592470e+00 3.354356e+00
Omegainput1_s     3.911960e-01 4.674838e+00
Omegainput1_s     1.246026e-01 4.455739e+00
Omegainput1_s     9.798493e+00 3.168760e+00
Omegainput1_s    -8.368956e+00 5.504951e+00
Omegainput1_s     6.892542e+00 3.003309e+00
Omegainput1_s    -9.340265e+00 6.995248e+00
Omegainput1_s     8.087238e+00 3.328129e+00
Omegainput1_s     9.073872e+00 3.231471e+00
Omegainput1_s     1.611852e+00 4.060635e+00
Omegainput1_s    -7.305441e+00 6.490038e+00
Omegainput1_s     6.399685e+00 3.137242e+00
Omegainput1_s     7.770633e+00 3.340341e+00
Omegainput1_s     1.091046e+01 3.349638e+00
Omegainput1_s    -9.003847e+00 7.206214e+00
Omegainput1_s     8.460757e+00 3.404239e+00
Omegainput1_s    -3.253307e+00 5.045793e+00
Omegainput1_s    -5.408553e+00 6.015437e+00
Omegainput1_s     6.940671e+00 3.518878e+00
Omegainput1_s    -9.840134e+00 6.698850e+00
Omegainput1_s    -7.979447e+00 5.244560e+00
Omegainput1_s     5.600995e+00 3.153728e+00
Omegainput1_s    -2.795398e+00 4.554418e+00
Omegainput1_s    -5.228840e+00 4.750648e+00
Omegainput1_s     6.987978e+00 3.337269e+00
Omegainput1_s     7.464669e-01 4.177509e+00
Omegainput1_s    -2.214070e+00 4.540624e+00
Omegainput1_s    -8.957314e+00 8.143750e+00
Omegainput1_s     8.809919e+00 3.267671e+00
Omegainput1_s     5.566900e+00 3.422440e+00
Omegainput1_s    -4.458597e+00 5.180985e+00
Omegainput1_s    -3.674344e+00 4.666459e+00
Omegainput1_s     8.882393e+00 3.276835e+00
Omegainput1_s     4.930115e+00 2.969978e+00
Omegainput1_s    -6.848054e+00 5.805814e+00
Omegainput1_s     8.657229e-02 4.358585e+00
Omegainput1_s    -7.603203e+00 5.730782e+00
Omegainput1_s     1.015713e+01 3.358555e+00
Omegainput1_s     6.446197e+00 3.553552e+00
Omegainput1_s     4.020174e+00 3.948355e+00
Omegainput1_s    -2.174948e-01 4.856404e+00
Omegainput1_s    -6.859716e+00 6.385713e+00
Omegainput1_s    -4.031984e+00 5.189489e+00
Omegainput1_s     5.922082e+00 3.199631e+00
Omegainput1_s    -1.905099e+00 3.690735e+00
Omegainput1_s     8.580389e-01 3.686936e+00
Omegainput1_s     1.550853e+01 3.806073e+00
Omegainput1_s    -6.644388e+00 5.383069e+00
Omegainput1_s     1.089892e+01 3.210253e+00
Omegainput1_s    -6.220381e+00 4.828561e+00
Omegainput1_s     1.227681e+01 3.323218e+00
Omegainput1_s     9.784829e+00 3.468574e+00
Omegainput1_s     6.046451e+00 3.479820e+00
Omegainput1_s     7.148965e+00 3.342733e+00
Omegainput1_s    -3.938370e+00 4.890418e+00
Omegainput1_s    -4.348185e+00 5.177048e+00
Omegainput1_s     5.295742e-01 3.712183e+00
Omegainput1_s     3.919434e+00 3.682368e+00
Omegainput1_s    -3.540536e+00 4.128983e+00
Omegainput1_s    -5.755093e+00 4.704435e+00
Omegainput1_s    -2.708711e+00 4.423707e+00
Omegainput1_s    -9.830891e+00 8.592252e+00
Omegainput1_s     9.436954e+00 3.066375e+00
Omegainput1_s     5.787682e+00 3.252031e+00
Omegainput1_s     8.929107e+00 3.327056e+00
Omegainput1_s     5.770939e+00 3.414644e+00
Omegainput1_s     1.061125e+01 3.280816e+00
Omegainput1_s     2.877577e+00 4.160359e+00
Omegainput1_s     9.025165e+00 3.234848e+00
Omegainput1_s     1.604740e+00 3.862929e+00
