"FID_1,N,9,0","Id,N,6,0","FID_2,N,9,0","AREA,N,13,11","PERIMETER,N,13,11","AREA_KM2,N,19,11","PERIMETER_,N,19,11","STRATUM,N,14,0","STATION,C,8","LONGITUDE,N,19,11","LATITUDE,N,19,11"
93436,0,10187,25096100,20042.3,25.096216,20.0423417969,31,223-125,-151.539499346,57.6691751844
93463,0,10188,4626630,10050.4,4.626633,10.0503681641,430,244-124,-149.862116179,57.6247030679
93715,0,10190,15011500,15248.4,15.011473,15.2483544922,150,427-91,-134.722012004,56.1481358837
92734,0,10192,25244700,20100.5,25.244786,20.1004980469,31,222-125,-151.666088361,57.6384242517
93434,0,10192,25244700,20100.5,25.244786,20.1004980469,31,222-125,-151.663901355,57.6715701018
92762,0,10193,13086400,16839.1,13.086285,16.8391191406,430,243-124,-149.927969801,57.5936475203
93462,0,10194,10871800,14789,10.871763,14.7890419922,330,243-124,-149.924160511,57.6267528232
92733,0,10195,22378100,18870.4,22.378182,18.8703984375,31,221-125,-151.728237425,57.6395740979
93433,0,10195,22378100,18870.4,22.378182,18.8703984375,31,221-125,-151.726108565,57.6727209908
93431,0,10197,14407800,16451.4,14.40795,16.451421875,31,220-125,-151.850534852,57.674929615
93432,0,10197,14407800,16451.4,14.40795,16.451421875,31,220-125,-151.788319767,57.6738408295
92761,0,10198,18733900,18040.8,18.73388,18.04075,330,242-124,-149.989963549,57.5956645182
93461,0,10198,18733900,18040.8,18.73388,18.04075,330,242-124,-149.986211968,57.6287716449
93460,0,10200,6333100,12011.9,6.3330915,12.0119306641,231,242-124,-150.048270442,57.630759528
92730,0,10201,20418600,18480.8,20.418666,18.480859375,31,219-125,-151.914708071,57.6428374914
93430,0,10201,20418600,18480.8,20.418666,18.480859375,31,219-125,-151.912753711,57.6759873444
93710,0,10202,14531400,15964.9,14.531454,15.9649433594,150,423-92,-135.008277473,56.1953333445
93024,0,10203,21457600,18515.9,21.457564,18.5158535156,50,433-89,-134.226058707,56.029687261
92759,0,10204,24839900,19613.2,24.839766,19.6131484375,231,241-124,-150.113971932,57.599605776
92760,0,10204,24839900,19613.2,24.839766,19.6131484375,231,241-124,-150.051964295,57.5976506051
93459,0,10204,24839900,19613.2,24.839766,19.6131484375,231,241-124,-150.110335827,57.6327164674
92729,0,10205,22840900,20324.8,22.84086,20.3247871094,31,218-125,-151.976872409,57.6438632317
93429,0,10205,22840900,20324.8,22.84086,20.3247871094,31,218-125,-151.974976236,57.6770140152
93428,0,10210,63808.4,1418.27,0.0638155781,1.4182532959,130,217-125,-152.037202318,57.6780096247
92727,0,10211,23548600,19037.2,23.548624,19.0372558594,31,217-125,-152.101211614,57.6458216101
92728,0,10211,23548600,19037.2,23.548624,19.0372558594,31,217-125,-152.039040293,57.6448579388
92758,0,10213,22961600,18794.4,22.96146,18.7943125,231,240-124,-150.175986353,57.6015300261
92726,0,10216,14716900,15827.3,14.716843,15.8272304688,30,216-125,-152.163386265,57.6467542432
92725,0,10218,25096300,20042.4,25.096208,20.0423378906,30,215-125,-152.225564137,57.6476558358
93000,0,10221,5096580,11828.7,5.0966095,11.8287148437,450,416-94,-135.599368644,56.2557073157
93037,0,10222,12923700,19504.2,12.923645,19.5041972656,50,442-86,-133.489315646,55.9006717256
92723,0,10223,25084700,20055.3,25.084656,20.0553261719,30,214-125,-152.349929107,57.6493658901
92724,0,10223,25084700,20055.3,25.084656,20.0553261719,30,214-125,-152.28774512,57.6485263855
92757,0,10224,21192300,18416.8,21.192396,18.416859375,134,239-124,-150.238007451,57.6034233504
93018,0,10225,25104000,20047.1,25.1043,20.0471816406,350,429-90,-134.567805378,56.0876783626
92722,0,10226,18365300,18301.8,18.365292,18.3018925781,30,213-125,-152.412115987,57.6501743475
93023,0,10231,18623100,23404.7,18.622976,23.404625,50,432-89,-134.282942118,56.0394208622
92721,0,10232,8080590,14017.5,8.0805765,14.0174365234,30,212-125,-152.474305653,57.6509517557
92755,0,10234,23624900,19061.2,23.625194,19.0613261719,134,238-124,-150.362069249,57.6071172025
92756,0,10234,23624900,19061.2,23.625194,19.0613261719,134,238-124,-150.300035119,57.6052857441
93035,0,10238,25100900,20048.3,25.101022,20.0483457031,50,441-86,-133.602326797,55.920818997
93036,0,10238,25100900,20048.3,25.101022,20.0483457031,50,441-86,-133.545805927,55.9107588988
92754,0,10246,15420500,17174.7,15.420569,17.1747597656,130,237-124,-150.424109735,57.608917721
92753,0,10255,25205300,19924.9,25.205368,19.9249355469,130,236-124,-150.486156469,57.6106872951
93015,0,10262,7755150,13386,7.7551225,13.3860175781,250,427-91,-134.739078112,56.1163037346
92751,0,10266,25100200,20043.5,25.100356,20.0435332031,130,235-124,-150.610268252,57.6141335918
92752,0,10266,25100200,20043.5,25.100356,20.0435332031,130,235-124,-150.548209344,57.6124259201
93022,0,10280,6480430,16487.1,6.4804285,16.487078125,151,432-89,-134.339855356,56.0491271233
92750,0,10291,16911900,17087.1,16.911942,17.0871542969,130,234-124,-150.672333085,57.6158103058
93004,0,10292,20499200,18453.7,20.49908,18.4536484375,250,419-93,-135.369324406,56.2191418092
93017,0,10293,25257800,20109.9,25.257848,20.1099238281,350,428-90,-134.624866847,56.0972476207
92749,0,10297,25253300,20103.5,25.253446,20.1035253906,31,233-124,-150.734403737,57.6174560578
93014,0,10298,11140500,15077.3,11.140468,15.0773203125,250,426-91,-134.796227785,56.1257905505
92731,0,10300,10683500,13848.7,10.68356,13.8487158203,130,220-125,-151.852547389,57.6417807206
92732,0,10300,10683500,13848.7,10.68356,13.8487158203,130,220-125,-151.790390471,57.6406929218
93021,0,10301,21865400,18681.4,21.86534,18.6813183594,151,431-89,-134.396798361,56.058806024
93012,0,10302,14124800,16063.2,14.124877,16.0631865234,250,425-91,-134.910614901,56.1446816007
93013,0,10302,14124800,16063.2,14.124877,16.0631865234,250,425-91,-134.853406735,56.1352498459
92747,0,10304,25100300,20043.5,25.100272,20.0434980469,31,232-124,-150.858562065,57.6206546594
92748,0,10304,25100300,20043.5,25.100272,20.0434980469,31,232-124,-150.7964801,57.6190708437
93002,0,10305,25075700,20034.4,25.075662,20.0344316406,250,418-93,-135.484289497,56.2374800759
93003,0,10305,25075700,20034.4,25.075662,20.0344316406,250,418-93,-135.426792662,56.2283248112
93008,0,10307,20456700,18692.9,20.456764,18.692890625,250,422-92,-135.139738457,56.1821328192
92746,0,10313,25095800,20041.7,25.095686,20.0417011719,31,231-124,-150.920649525,57.6222075009
93038,0,10314,23496400,23915.7,23.496484,23.9157910156,50,443-85,-133.432856011,55.890557498
93039,0,10314,23496400,23915.7,23.496484,23.9157910156,50,443-85,-133.376427077,55.8804162367
92745,0,10317,25253500,20103.5,25.253526,20.1035566406,31,230-124,-150.982742372,57.6237293642
93007,0,10318,22985500,19981.8,22.985442,19.9817988281,250,421-92,-135.197091754,56.1914265748
92743,0,10322,25095900,20041.8,25.095744,20.0417246094,31,229-124,-151.106943797,57.6266801408
92744,0,10322,25095900,20041.8,25.095744,20.0417246094,31,229-124,-151.044840499,57.6252202454
93011,0,10323,4089700,11960.2,4.0896665,11.9602441406,250,424-92,-134.967852218,56.1540857953
93005,0,10325,5638460,12774.4,5.6383825,12.7743457031,250,420-93,-135.311884793,56.2099310894
92742,0,10329,25100500,20043.6,25.100296,20.0435078125,31,228-124,-151.169052159,57.6281090467
93009,0,10330,10574800,14814.1,10.574798,14.8141201172,250,423-92,-135.08241406,56.1728114243
93010,0,10330,10574800,14814.1,10.574798,14.8141201172,250,423-92,-135.025118626,56.1634624097
93025,0,10333,18465200,20689,18.465184,20.6889863281,50,434-88,-134.169205184,56.0199263397
92741,0,10335,25253600,20103.6,25.253528,20.1035566406,31,227-124,-151.231165476,57.6295069594
93016,0,10337,25075100,20053.1,25.075156,20.0531035156,350,427-90,-134.681957779,56.106789418
92739,0,10338,25095700,20041.7,25.095614,20.0416738281,31,226-124,-151.355406544,57.6322097913
92740,0,10338,25095700,20041.7,25.095614,20.0416738281,31,226-124,-151.29328364,57.6308738754
101839,0,8720,25106600,20052.8,25.106524,20.0527441406,130,226-134,-151.322832369,58.0629546083
101837,0,8726,25111200,20054.5,25.111172,20.0545410156,130,225-134,-151.448619431,58.0655642198
101838,0,8726,25111200,20054.5,25.111172,20.0545410156,130,225-134,-151.385723554,58.0642751019
101836,0,8731,25111100,20054.5,25.11117,20.0545410156,130,224-134,-151.511519887,58.0668219585
101835,0,8736,25111100,20054.5,25.111124,20.0545214844,130,223-134,-151.574424811,58.0680483147
101833,0,8739,25259800,20112,25.259762,20.1119902344,130,222-134,-151.700247609,58.0704068669
101834,0,8739,25259800,20112,25.259762,20.1119902344,130,222-134,-151.637334089,58.0692432852
101832,0,8741,25111200,20054.5,25.11114,20.0545292969,130,221-134,-151.763165259,58.0715390568
101831,0,8744,22528500,19087.1,22.528404,19.087046875,130,220-134,-151.826086927,58.0726398518
101827,0,8757,24790000,19692.5,24.789984,19.6924726563,130,217-134,-152.077811515,58.0767290275
101826,0,8759,25264500,20113.8,25.264446,20.1138007812,130,216-134,-152.140751578,58.0776728069
101825,0,8762,20587800,18303.1,20.587698,18.3030800781,130,215-134,-152.203694982,58.0785851754
101824,0,8765,4521660,10541.7,4.5216175,10.5416669922,30,215-134,-152.266641615,58.0794661307
101123,0,8767,24100300,19233.4,24.100288,19.23340625,30,214-134,-152.331173583,58.0471712816
101823,0,8767,24100300,19233.4,24.100288,19.23340625,30,214-134,-152.329591363,58.0803156704
101394,0,8768,25097800,20039.5,25.097862,20.0395585938,150,415-104,-135.750108499,56.6934011133
101828,0,8770,19956800,18235,19.956888,18.2350878906,130,218-134,-152.014874905,58.0757538397
101829,0,8770,19956800,18235,19.956888,18.2350878906,130,218-134,-151.951941862,58.0747472461
101177,0,8771,17753900,17131.7,17.753852,17.1317246094,330,255-132,-148.942326285,57.9565068002
101122,0,8774,25264500,20113.8,25.264412,20.1137871094,30,213-134,-152.394066752,58.0479886503
101822,0,8774,25264500,20113.8,25.264412,20.1137871094,30,213-134,-152.392544113,58.0811337923
101156,0,8777,24920100,19734.7,24.920048,19.7347109375,130,239-133,-150.258050368,58.0026059952
101120,0,8778,25111200,20054.6,25.111102,20.0545136719,30,212-134,-152.51986162,58.0495292124
101121,0,8778,25111200,20054.6,25.111102,20.0545136719,30,212-134,-152.456962801,58.0487746279
101820,0,8778,25111200,20054.6,25.111102,20.0545136719,30,212-134,-152.518458169,58.0826757741
101821,0,8778,25111200,20054.6,25.111102,20.0545136719,30,212-134,-152.455499753,58.0819204942
101119,0,8782,23936400,21954.8,23.936428,21.9547929687,30,211-134,-152.582763094,58.0502524018
101819,0,8782,23936400,21954.8,23.936428,21.9547929687,30,211-134,-152.581419249,58.0833996301
101155,0,8785,25114400,20055,25.114408,20.0550488281,130,238-133,-150.320785529,58.0044575818
101404,0,8788,13390000,17387.3,13.390055,17.3873222656,50,422-102,-135.168587508,56.6019107411
101118,0,8789,13290500,21933.7,13.290518,21.9336484375,30,210-134,-152.645667112,58.0509441942
101830,0,8792,17951800,17405,17.95184,17.4049785156,130,219-134,-151.889012498,58.0737092492
101157,0,8795,9108820,12747,9.108766,12.7469619141,130,240-133,-150.195321891,58.000723136
101153,0,8800,25109900,20053.3,25.109846,20.0532832031,130,237-133,-150.446275463,58.0080669175
101154,0,8800,25109900,20053.3,25.109846,20.0532832031,130,237-133,-150.383527265,58.0062778908
101811,0,8810,8001000,16456.5,8.0011065,16.4565761719,35,205-134,-153.085190208,58.0880590036
101152,0,8811,25267800,20114.4,25.267724,20.1143964844,130,236-133,-150.509030012,58.0098246573
101806,0,8819,11973800,21248.6,11.973748,21.2485273437,35,201-134,-153.400104214,58.0899494233
101805,0,8821,11681700,14671.2,11.681672,14.6712460938,121,200-134,-153.463090706,58.0902331817
101088,0,8823,10360200,17512.2,10.360094,17.5120898438,20,187-134,-154.53341047,58.0570923482
101788,0,8823,10360200,17512.2,10.360094,17.5120898438,20,187-134,-154.53391639,58.0902458822
101403,0,8825,25100800,20041.1,25.10066,20.0410527344,50,421-102,-135.22660783,56.6111858423
101151,0,8828,25114600,20055.1,25.114522,20.05509375,130,235-133,-150.571790803,58.0115511056
101803,0,8829,6213320,12457.2,6.2134325,12.4572617188,232,199-134,-153.589066475,58.0907063662
101804,0,8829,6213320,12457.2,6.2134325,12.4572617188,232,199-134,-153.526078164,58.0904854961
101090,0,8830,17600700,18852.7,17.60075,18.8527402344,20,189-134,-154.407553984,58.0575621113
101790,0,8830,17600700,18852.7,17.60075,18.8527402344,20,189-134,-154.407940541,58.0907160785
101802,0,8831,9363980,13194.6,9.36408,13.1946806641,232,198-134,-153.652055525,58.0908957911
101791,0,8832,11138900,17445.3,11.138919,17.4452753906,20,190-134,-154.344951459,58.0909040093
101792,0,8832,11138900,17445.3,11.138919,17.4452753906,20,190-134,-154.281961756,58.0910604946
101801,0,8833,5232320,12297.2,5.2323375,12.2972421875,232,197-134,-153.715045201,58.0910537706
101793,0,8834,4535170,10231.5,4.5352535,10.2315703125,20,191-134,-154.218971546,58.0911855338
101799,0,8835,10825800,15828.8,10.825764,15.8287890625,232,196-134,-153.841025977,58.0912753912
101800,0,8835,10825800,15828.8,10.825764,15.8287890625,232,196-134,-153.778035389,58.091180304
101116,0,8837,4052630,12883.3,4.0526595,12.8833447266,35,209-134,-152.771482327,58.052233581
101094,0,8839,24787200,19616.9,24.787122,19.6168496094,232,192-134,-154.155833134,58.0581246409
101794,0,8839,24787200,19616.9,24.787122,19.6168496094,232,192-134,-154.155980941,58.0912791268
101098,0,8840,24223800,19283.7,24.223756,19.2836796875,232,195-134,-153.904107805,58.0581844907
101798,0,8840,24223800,19283.7,24.223756,19.2836796875,232,195-134,-153.904016851,58.0913390318
101095,0,8841,25111100,20054.5,25.111178,20.0545429687,232,193-134,-154.092901939,58.05818673
101096,0,8841,25111100,20054.5,25.111178,20.0545429687,232,193-134,-154.029970577,58.0582174014
101795,0,8841,25111100,20054.5,25.111178,20.0545429687,232,193-134,-154.092990057,58.0913412732
101796,0,8841,25111100,20054.5,25.111178,20.0545429687,232,193-134,-154.029999004,58.0913719729
101097,0,8842,25106500,20052.7,25.106488,20.0527285156,232,194-134,-153.967039162,58.058216655
101797,0,8842,25106500,20052.7,25.106488,20.0527285156,232,194-134,-153.967007898,58.0913712257
101149,0,8844,25109900,20053.3,25.109798,20.053265625,130,234-133,-150.697330661,58.0149101098
101150,0,8844,25109900,20053.3,25.109798,20.053265625,130,234-133,-150.634557723,58.0132462579
101399,0,8847,9591050,14172.5,9.591105,14.1725634766,50,418-103,-135.45898307,56.6480064388
101172,0,8848,19211200,17488.1,19.211196,17.4880976563,230,251-132,-149.2552721,57.9687310387
101148,0,8849,25267600,20114.4,25.267724,20.1143964844,130,233-133,-150.760109506,58.016542657
101103,0,8850,18426800,17383.6,18.426746,17.3835351563,121,199-134,-153.589455867,58.057552408
101104,0,8850,18426800,17383.6,18.426746,17.3835351563,121,199-134,-153.526527239,58.0573317414
101147,0,8853,25114400,20055,25.114468,20.0550722656,130,232-133,-150.822894146,58.0181438952
101397,0,8856,25096800,20039.3,25.096896,20.0393535156,150,417-103,-135.575346129,56.6662485712
101398,0,8856,25096800,20039.3,25.096896,20.0393535156,150,417-103,-135.517150036,56.6571415355
101093,0,8858,10808900,15841.3,10.808896,15.8413310547,232,191-134,-154.218764049,58.0580311341
101145,0,8859,25080300,20063.8,25.080292,20.0638359375,130,231-133,-150.948480368,58.021252428
101146,0,8859,25080300,20063.8,25.080292,20.0638359375,130,231-133,-150.88568447,58.0197138202
101101,0,8862,19874000,17729.7,19.87413,17.7296660156,121,197-134,-153.715315222,58.0578994923
101099,0,8863,14438500,16005.7,14.438615,16.0056728516,121,196-134,-153.841176621,58.0581209087
101100,0,8863,14438500,16005.7,14.438615,16.0056728516,121,196-134,-153.778245722,58.0580259092
101174,0,8867,11709600,14931.7,11.709501,14.931671875,231,253-132,-149.130067661,57.9639348542
101175,0,8867,11709600,14931.7,11.709501,14.931671875,231,253-132,-149.067478389,57.9614900002
101144,0,8868,24489500,19362.8,24.489538,19.3628339844,31,230-133,-151.011281726,58.0227597145
101393,0,8869,13703800,16238.7,13.703831,16.2387431641,250,414-104,-135.808420426,56.702395706
101168,0,8870,19411300,19498.8,19.411176,19.49878125,230,248-132,-149.505781487,57.9779491414
101402,0,8871,25100600,20041,25.100352,20.0409296875,50,420-102,-135.284657613,56.6204329827
101143,0,8872,25109500,20047.2,25.1097,20.0473085938,31,229-133,-151.074088433,58.0242356759
101176,0,8873,8622580,13858.1,8.622608,13.8580703125,330,254-132,-149.004897893,57.95901398
101102,0,8874,15747000,16788.5,15.747069,16.7885605469,121,198-134,-153.652385232,58.0577416584
101105,0,8876,12912800,15418.8,12.912822,15.4187802734,35,200-134,-153.463599462,58.0570796594
101392,0,8877,25097800,20039.5,25.0978,20.0395332031,250,413-104,-135.86676114,56.7113621385
101141,0,8880,23047600,21183.1,23.047814,21.1831796875,31,228-133,-151.199717449,58.0270936077
101142,0,8880,23047600,21183.1,23.047814,21.1831796875,31,228-133,-151.136900378,58.0256803082
101166,0,8883,22156000,20743.8,22.155978,20.74384375,134,247-132,-149.631084678,57.9823709641
101169,0,8886,21410600,18073.5,21.410634,18.0735507812,330,249-132,-149.443141851,57.9756914141
101140,0,8889,25079700,19802.5,25.079806,19.8025195312,31,227-133,-151.262539534,58.0284755707
101167,0,8890,3089930,9984.38,3.089919,9.9843691406,230,247-132,-149.568429132,57.98017566
101091,0,8891,12067800,15984,12.067807,15.9839912109,121,190-134,-154.344624587,58.057749869
101092,0,8891,12067800,15984,12.067807,15.9839912109,121,190-134,-154.281694571,58.0579062101
101165,0,8893,25088000,20043.5,25.088084,20.0435488281,134,246-132,-149.693748013,57.984535048
100706,0,8897,13233500,17599.3,13.233549,17.5993398437,50,423-101,-135.069616727,56.5514143374
101406,0,8897,13233500,17599.3,13.233549,17.5993398437,50,423-101,-135.052635515,56.5832767374
101173,0,8898,6114820,10856.2,6.114758,10.8561933594,230,252-132,-149.192665601,57.9663485358
100696,0,8899,25245200,20099,25.245254,20.0990546875,150,416-103,-135.650086967,56.6433880251
101396,0,8899,25245200,20099,25.245254,20.0990546875,150,416-103,-135.633571283,56.675327526
101137,0,8900,11311300,14621.1,11.311279,14.6210634766,130,225-133,-151.451034756,58.0324334052
101138,0,8900,11311300,14621.1,11.311279,14.6210634766,130,225-133,-151.3881983,58.0311454729
101164,0,8901,18084500,17255.4,18.08444,17.2553476562,134,245-132,-149.756419028,57.9866679061
101139,0,8903,19992000,18228.1,19.991818,18.2280566406,31,226-133,-151.325366522,58.0298261936
101170,0,8904,13206800,15752.3,13.206764,15.7523349609,330,250-132,-149.380510334,57.9734024839
101171,0,8904,13206800,15752.3,13.206764,15.7523349609,330,250-132,-149.317887048,57.9710823568
101182,0,8906,9060320,13747.1,9.060297,13.7470917969,530,259-131,-148.629605356,57.9435037347
101135,0,8909,13491300,16752.1,13.491283,16.7520566406,130,223-133,-151.576721256,58.0349152151
100463,0,8910,25245800,20104.7,25.245884,20.104765625,230,244-132,-149.823045269,57.9556778391
101162,0,8910,25245800,20104.7,25.245884,20.104765625,230,244-132,-149.881783656,57.9908399229
101163,0,8910,25245800,20104.7,25.245884,20.104765625,230,244-132,-149.819097612,57.9887695329
100434,0,8912,25100400,19780.9,25.100412,19.7809433594,130,222-133,-151.641803833,58.0029739662
101133,0,8912,25100400,19780.9,25.100412,19.7809433594,130,222-133,-151.702425126,58.0372715976
101134,0,8912,25100400,19780.9,25.100412,19.7809433594,130,222-133,-151.639571076,58.0361090864
100700,0,8914,25141500,20509.1,25.141278,20.5090410156,50,419-102,-135.417548092,56.6069344139
100701,0,8914,25141500,20509.1,25.141278,20.5090410156,50,419-102,-135.359486174,56.5977509561
101400,0,8914,25141500,20509.1,25.141278,20.5090410156,50,419-102,-135.4008453,56.6388433011
101401,0,8914,25141500,20509.1,25.141278,20.5090410156,50,419-102,-135.342736792,56.6296521424
101181,0,8915,17764300,17742.7,17.764452,17.742734375,530,258-131,-148.692130897,57.9461666144
100691,0,8916,13788800,15462.8,13.788762,15.4627314453,250,412-104,-135.941410708,56.6883230539
101391,0,8916,13788800,15462.8,13.788762,15.4627314453,250,412-104,-135.925130573,56.7203003909
100461,0,8918,25088000,20043.5,25.08802,20.0435234375,230,243-132,-149.948306917,57.9597836126
100462,0,8918,25088000,20043.5,25.08802,20.0435234375,230,243-132,-149.885672429,57.9577463327
101161,0,8918,25088000,20043.5,25.08802,20.0435234375,230,243-132,-149.944477048,57.9928790708
100432,0,8919,25114300,20055,25.114454,20.0550664062,130,221-133,-151.767397322,58.0052655181
100433,0,8919,25114300,20055,25.114454,20.0550664062,130,221-133,-151.704598525,58.0041354093
101132,0,8919,25114300,20055,25.114454,20.0550664062,130,221-133,-151.765283294,58.0384027458
101086,0,8920,3529540,7380.14,3.5295495,7.3802163086,20,186-134,-154.659263125,58.0564969257
100431,0,8922,25109700,20053.2,25.109822,20.0532753906,130,220-133,-151.830200115,58.0063642896
101131,0,8922,25109700,20053.2,25.109822,20.0532753906,130,220-133,-151.828145467,58.039502528
100460,0,8924,25092600,20045.3,25.092746,20.0453574219,230,242-132,-150.010948623,57.9617896733
101160,0,8924,25092600,20045.3,25.092746,20.0453574219,230,242-132,-150.007177678,57.9948869712
100480,0,8925,25015400,19837.5,25.015512,19.8375605469,530,257-131,-148.759611069,57.9157432337
101180,0,8925,25015400,19837.5,25.015512,19.8375605469,530,257-131,-148.754665869,57.9487983675
100430,0,8926,25267800,20114.4,25.267734,20.1144003906,130,219-133,-151.89300679,58.007431721
101130,0,8926,25267800,20114.4,25.267734,20.1144003906,130,219-133,-151.891011535,58.0405709413
100705,0,8927,25224200,20141.5,25.22421,20.1415058594,50,422-101,-135.127531711,56.5607375048
101405,0,8927,25224200,20141.5,25.22421,20.1415058594,50,422-101,-135.110596715,56.5926076994
100428,0,8928,25114700,20055.1,25.114422,20.0550527344,130,218-133,-152.018631339,58.0094725524
100429,0,8928,25114700,20055.1,25.114422,20.0550527344,130,218-133,-151.955817235,58.0084678095
101128,0,8928,25114700,20055.1,25.114422,20.0550527344,130,218-133,-152.0167549,58.0426136501
101129,0,8928,25114700,20055.1,25.114422,20.0550527344,130,218-133,-151.953881383,58.0416079829
101136,0,8930,16239100,16772.8,16.239118,16.7729160156,31,224-133,-151.513875779,58.033689987
100459,0,8933,25092700,20045.3,25.092716,20.0453457031,230,241-132,-150.073597436,57.9637645098
101159,0,8933,25092700,20045.3,25.092716,20.0453457031,230,241-132,-150.069885435,57.9968636189
100427,0,8934,25110000,20053.3,25.10973,20.0532363281,130,217-133,-152.081448989,58.010445947
101127,0,8934,25110000,20053.3,25.10973,20.0532363281,130,217-133,-152.079631974,58.0435879404
100695,0,8935,23782300,19562.5,23.782258,19.5625292969,150,415-103,-135.708294151,56.6524312734
101395,0,8935,23782300,19562.5,23.782258,19.5625292969,150,415-103,-135.691825429,56.68437838
100478,0,8937,18304600,18318.7,18.304638,18.3187070313,530,256-131,-148.884591878,57.9209086099
100479,0,8937,18304600,18318.7,18.304638,18.3187070313,530,256-131,-148.822096879,57.9183414778
101179,0,8937,18304600,18318.7,18.304638,18.3187070313,530,256-131,-148.817210163,57.9513989873
100426,0,8938,25267800,20114.4,25.267704,20.1143886719,130,216-133,-152.144270073,58.0113879909
101126,0,8938,25267800,20114.4,25.267704,20.1143886719,130,216-133,-152.142512491,58.0445308511
101178,0,8939,6942940,11633.6,6.9429215,11.633578125,430,256-131,-148.879763672,57.9539684671
100458,0,8940,15355100,16122.1,15.355094,16.1221240234,230,240-132,-150.136253246,57.9657081169
101158,0,8940,15355100,16122.1,15.355094,16.1221240234,230,240-132,-150.13260021,57.9988090089
100435,0,8941,11623100,15298.4,11.623167,15.2984189453,31,223-133,-151.57901336,58.0017811919
101390,0,8942,7275180,13547.3,7.275129,13.5472861328,351,412-104,-135.983528656,56.7292104436
100424,0,8943,25114400,20055,25.11444,20.0550625,130,215-133,-152.269922096,58.0131780167
100425,0,8943,25114400,20055,25.11444,20.0550625,130,215-133,-152.207094479,58.0122986816
101124,0,8943,25114400,20055,25.11444,20.0550625,130,215-133,-152.268283409,58.0463225241
101125,0,8943,25114400,20055,25.11444,20.0550625,130,215-133,-152.20539634,58.0454423798
100457,0,8945,9732850,14269.2,9.732917,14.2692646484,130,240-132,-150.198915944,57.9676204896
100423,0,8947,13019300,16901,13.019383,16.9009882813,30,214-133,-152.33275281,58.0140259939
100477,0,8948,16691400,16465.3,16.691384,16.4652363281,430,255-131,-148.947095956,57.9234446234
100456,0,8953,25245900,20104.8,25.245902,20.1047734375,130,239-132,-150.261585417,57.9695016229
100422,0,8954,25267700,20114.4,25.267764,20.1144121094,30,213-133,-152.395586509,58.014842611
100420,0,8959,25114500,20055.1,25.114438,20.0550605469,30,212-133,-152.521262415,58.0163817564
100421,0,8959,25114500,20055.1,25.114438,20.0550605469,30,212-133,-152.458423081,58.0156278658
100690,0,8961,5970930,11814.9,5.970942,11.8148935547,450,411-104,-135.999761459,56.6972255974
100419,0,8962,25110000,20053.3,25.109802,20.053265625,30,211-133,-152.584104397,58.0171042808
100455,0,8963,25092700,20045.3,25.092678,20.0453300781,130,238-132,-150.324261557,57.9713515119
100418,0,8965,25114400,20055,25.114432,20.0550585938,30,210-133,-152.646948914,58.017795437
100417,0,8967,14143400,15808.3,14.143397,15.8082578125,30,209-133,-152.709795856,58.0184552232
100453,0,8972,25087900,20043.5,25.08809,20.0435507813,130,237-132,-150.449633391,57.974957538
100454,0,8972,25087900,20043.5,25.08809,20.0435507813,130,237-132,-150.386944251,57.9731701519
100703,0,8976,25099900,20041,25.099852,20.0409707031,50,421-101,-135.243450169,56.5793001143
100704,0,8976,25099900,20041,25.099852,20.0409707031,50,421-101,-135.185476213,56.5700327705
100413,0,8978,9338020,16037.3,9.337979,16.0372128906,35,206-133,-152.96120561,58.0207806357
100452,0,8982,25245600,20104.7,25.24579,20.1047285156,130,236-132,-150.512328864,57.9767136658
100409,0,8989,22310500,19343,22.310498,19.3430722656,35,203-133,-153.212645144,58.022604006
100407,0,8992,24228200,19570.4,24.228314,19.5704355469,35,202-133,-153.338373827,58.0233274008
100408,0,8992,24228200,19570.4,24.228314,19.5704355469,35,202-133,-153.275508837,58.0229813951
100385,0,8993,18099500,19559,18.099524,19.5590371094,20,185-133,-154.721504087,58.0229985462
100386,0,8996,16429700,19818.6,16.429661,19.8185566406,20,186-133,-154.658639037,58.0233430606
100387,0,8996,16429700,19818.6,16.429661,19.8185566406,20,186-133,-154.595772807,58.0236561906
100406,0,8998,24461800,20037.1,24.461796,20.0371308594,35,201-133,-153.401240004,58.0236420221
100405,0,9000,25109800,20053.2,25.109756,20.0532480469,35,200-133,-153.464107254,58.0239252581
100388,0,9001,12125400,17469.7,12.125369,17.4696914063,20,187-133,-154.532905508,58.0239379353
100451,0,9002,25092600,20045.3,25.092718,20.0453457031,130,235-132,-150.57503056,57.9784385305
100699,0,9003,20383000,18866.4,20.382908,18.8663554688,150,418-102,-135.475639197,56.6160898697
100389,0,9004,13885000,15385.6,13.885091,15.3856337891,20,188-133,-154.470037255,58.0241882941
100404,0,9005,7729920,14088,7.729902,14.0879951172,35,199-133,-153.526975464,58.0241771082
100403,0,9006,17538900,17231.7,17.53884,17.2317050781,121,199-133,-153.589844522,58.0243975717
100693,0,9007,24526400,19434.3,24.526414,19.4342988281,250,414-103,-135.824795002,56.6704334456
100694,0,9007,24526400,19434.3,24.526414,19.4342988281,250,414-103,-135.766530185,56.6614464201
100390,0,9009,22772200,19114.6,22.772046,19.1144921875,121,189-133,-154.40716816,58.0244072662
100402,0,9010,25114600,20055.1,25.114448,20.0550644531,121,198-133,-153.652714316,58.024586648
